number of clients,skew type,normalization,dataset,seed,stopped_epoch,test_loss,test_mae,test_r2,validation_loss,validation_r2
20,default,local_z_score,Parkinson’s,3,84,34.599212646484375,4.480082309346309,0.6932782803993737,30.438505172729492,0.743890028
20,default,federated_yeo_johnson,Parkinson’s,3,84,36.947025299072266,4.647743726735875,0.6724649652278307,35.23817825317383,0.7035055349939645
20,default,local_yeo_johnson,Parkinson’s,3,84,38.28797531,4.729693852967557,0.6605774263725626,36.73690414428711,0.6908952958353378
10,quantity_0.7,default,Parkinson’s,3,7,110.3672103881836,8.231340147765435,0.021595799,94.89150238,0.20158189763556433
10,quantity_0.7,federated_robust_scaling,Parkinson’s,3,84,27.141822814941406,4.003307002696682,0.7593880000532187,19.255069732666016,0.8379876351523108
10,quantity_0.7,federated_min_max,Parkinson’s,3,84,17.344572067260742,2.9553788495960545,0.8462405200512886,13.417269706726074,0.8871069322292195
10,quantity_0.7,federated_z_score,Parkinson’s,3,56,27.276432037353516,4.255879604580905,0.7581946620865025,19.34404563903809,0.8372390094168086
10,quantity_0.7,local_robust_scaling,Parkinson’s,3,84,27.49418067932129,4.076675228334184,0.7562644129305502,23.300535202026367,0.8039489901883198
10,quantity_0.7,instance_norm,Parkinson’s,3,13,114.01067352294922,8.051507465727433,-0.010703455,106.90436553955078,0.10050553783367155
10,quantity_0.7,group_norm,Parkinson’s,3,7,111.18335723876952,7.999178171290197,0.014360638112629552,107.34976196289062,0.096758108
10,quantity_0.7,layer_norm,Parkinson’s,3,18,125.9741211,8.520675757360824,-0.116759094,104.1597137451172,0.12359907889480236
10,quantity_0.7,batch_norm,Parkinson’s,3,39,74.54857635498047,6.693961299,0.3391274803078296,75.09775543,0.36812655194987265
10,quantity_0.7,local_min_max,Parkinson’s,3,24,89.80828857421875,7.170521203964507,0.20385048034680395,81.89437103271484,0.31093989782616327
10,quantity_0.7,local_z_score,Parkinson’s,3,56,44.823822021484375,5.400234789053029,0.6026372090756135,25.05509376525879,0.7891861621912969
10,quantity_0.7,federated_yeo_johnson,Parkinson’s,3,84,21.33444595336914,3.534352820066174,0.8108703865730624,17.79451560974121,0.8502767464820997
10,quantity_5.0,batch_norm,Parkinson’s,2,27,70.18300629,6.637420234005693,0.368393144,78.52433776855469,0.3657375818214803
10,quantity_0.7,local_yeo_johnson,Parkinson’s,3,63,38.55591965,4.918464529530818,0.6582021158664115,29.763336181640625,0.7495709912248667
10,quantity_5.0,default,Parkinson’s,3,1,158.1209716796875,9.839808065,-0.401740831,153.15353393554688,-0.288635537
10,quantity_5.0,local_min_max,Parkinson’s,2,84,46.974815368652344,5.218280272029997,0.5772534863171684,48.69829559326172,0.6066506224900692
10,quantity_5.0,federated_robust_scaling,Parkinson’s,3,84,29.17673683166504,4.112769047,0.7413484991606691,25.56770896911621,0.7848729857028709
10,quantity_5.0,federated_min_max,Parkinson’s,3,84,40.31088638305664,4.882544995766304,0.6426442963111245,34.48146438598633,0.7098725103261077
10,quantity_5.0,local_z_score,Parkinson’s,2,84,38.11858367919922,4.880110407369602,0.6569545375225596,36.83294677734375,0.7024903297626319
10,quantity_5.0,federated_z_score,Parkinson’s,3,65,39.46591567993164,5.081523620147576,0.6501351174927225,25.853052139282227,0.7824721382504694
10,quantity_5.0,federated_yeo_johnson,Parkinson’s,2,84,21.723234176635746,3.501509957369311,0.8045032932695741,23.038000106811523,0.8139158467183609
10,quantity_5.0,local_robust_scaling,Parkinson’s,3,67,49.76280212402344,5.410702141020142,0.5588532821316281,44.52141189575195,0.6253964663957036
10,quantity_5.0,instance_norm,Parkinson’s,3,34,101.75899505615234,7.636686417026633,0.097907487,104.08719635009766,0.12420914720932352
10,quantity_5.0,local_yeo_johnson,Parkinson’s,2,84,33.53981399536133,4.745764940768841,0.698160959,31.22888184,0.7477558438463063
10,label_0.5,default,Parkinson’s,2,0,146.40074157714844,9.495715121089225,-0.31752298,125.2112045288086,-0.011364803
10,quantity_5.0,group_norm,Parkinson’s,3,63,107.01466369628906,7.976994818181577,0.051315985,88.30899810791016,0.256967022
10,quantity_5.0,layer_norm,Parkinson’s,3,16,109.93997192382812,7.946785076,0.025383281,114.2193832397461,0.038957018846680125
10,label_0.5,federated_robust_scaling,Parkinson’s,2,84,29.445785522460938,4.185481268270221,0.7350048068040338,31.96336555480957,0.7418232318445233
10,label_0.5,federated_min_max,Parkinson’s,2,84,61.29351043701172,5.831976326165683,0.4483934000752358,65.67540740966797,0.4695219043806448
10,label_0.5,federated_z_score,Parkinson’s,2,81,24.353839874267575,3.860099733267781,0.7808294050921887,24.229143142700195,0.8042946364592604
10,label_0.5,local_robust_scaling,Parkinson’s,2,84,33.046592712402344,4.3341424327450335,0.7025996542237902,33.400577545166016,0.7302145227202071
10,label_0.5,local_z_score,Parkinson’s,2,84,19.349218368530273,3.340518562467791,0.8258680537668285,21.430953979492188,0.8268963499898522
10,label_0.5,instance_norm,Parkinson’s,2,79,77.01573944091797,6.711242759652556,0.30690242811193746,85.62440490722656,0.3083883040824408
10,label_0.5,group_norm,Parkinson’s,2,18,102.0208511352539,7.6098857890708755,0.081870364,111.50369262695312,0.0993545
10,label_0.5,layer_norm,Parkinson’s,2,27,99.53323364257812,7.5369195813503405,0.10425791423257336,110.92383575439452,0.10403808077143097
10,label_0.5,batch_norm,Parkinson’s,2,59,72.34958649,6.390397450375374,0.3488952845997847,75.34320831298828,0.3914324703972968
10,label_0.5,local_min_max,Parkinson’s,2,84,60.487831115722656,5.776173643154135,0.4556441958202495,63.53819656,0.4867847742935502
10,quantity_5.0,local_min_max,Parkinson’s,3,84,41.96348190307617,4.863184172430144,0.6279940748008467,37.25743865966797,0.6865154593262892
10,quantity_5.0,local_z_score,Parkinson’s,3,64,32.917144775390625,4.392570149164614,0.7081897946989233,26.053709030151367,0.7807837620527505
10,quantity_5.0,federated_yeo_johnson,Parkinson’s,3,84,17.97825813293457,3.1597864987411564,0.8406228818599162,14.98423957824707,0.8739224685278989
10,quantity_5.0,local_yeo_johnson,Parkinson’s,3,84,20.962072372436523,3.4517152123518713,0.8141715041217004,17.48589324951172,0.8528735291197922
10,label_0.5,default,Parkinson’s,3,1,200.15782165527344,11.251092977789495,-0.774396607,145.38075256347656,-0.223235311
10,label_0.5,federated_robust_scaling,Parkinson’s,3,84,38.15033721923828,4.828253561929506,0.6617976082512442,32.38949966430664,0.7274743755413879
10,label_0.5,federated_min_max,Parkinson’s,3,84,53.74876022338867,5.460564444023061,0.5235177901607887,46.52494430541992,0.6085385735864292
10,label_0.5,federated_z_score,Parkinson’s,3,84,25.514406204223633,3.8485226319035815,0.7738149573810992,21.886796951293945,0.8158442701453855
10,label_0.5,local_robust_scaling,Parkinson’s,3,84,49.56779861450195,5.410099889207923,0.5605818257809907,41.00084305,0.6550185359237917
10,label_0.5,instance_norm,Parkinson’s,3,20,103.63457489013672,7.719226001642591,0.08128046,109.5763931274414,0.078023195
10,label_0.5,group_norm,Parkinson’s,3,37,110.9371566772461,8.049988649266496,0.016543194139873374,108.51038360595705,0.086992575
10,label_0.5,layer_norm,Parkinson’s,3,44,105.44503784179688,7.714027204388995,0.065230836,103.00659942626952,0.13330127945248793
10,label_0.5,batch_norm,Parkinson’s,3,31,77.85643005371094,6.946961273047666,0.3098032133358368,76.30931854248047,0.35793258270631834
10,label_0.5,local_min_max,Parkinson’s,3,84,61.301570892333984,5.904461434074721,0.4565622018430652,53.18254089355469,0.5525215451961908
10,label_0.5,local_z_score,Parkinson’s,3,84,23.555509567260746,3.6215393469443815,0.7911806144258079,21.24730110168457,0.8212249551381122
10,label_0.5,federated_yeo_johnson,Parkinson’s,3,84,24.677181243896484,3.8025992178862458,0.7812369859904371,18.05690574645996,0.8480689929816755
10,label_0.5,local_yeo_johnson,Parkinson’s,3,84,35.70286560058594,4.598366589041968,0.6834943783579748,35.48416519165039,0.7014358267468912
10,label_5.0,default,Parkinson’s,3,25,209.76882934570312,11.760567224420289,-0.85959831,194.3251495361328,-0.635053695
10,label_5.0,federated_robust_scaling,Parkinson’s,3,84,32.721961975097656,4.424653428695432,0.7099201080309767,27.00524139404297,0.772777596
10,label_5.0,federated_min_max,Parkinson’s,3,84,55.63140869140625,5.648889849914655,0.5068280199397033,51.562599182128906,0.5661516623722873
10,label_5.0,federated_z_score,Parkinson’s,3,84,27.69628143310547,4.111463573319873,0.7544726760102567,17.75588035583496,0.8506018567671156
10,label_5.0,local_robust_scaling,Parkinson’s,3,84,30.958276748657227,4.233553231831037,0.7255552695828988,26.457866668701172,0.777383245
10,label_0.5,federated_yeo_johnson,Parkinson’s,2,84,21.09878158569336,3.621675640247342,0.8101230326536903,20.780851364135746,0.8321474267578286
10,label_5.0,instance_norm,Parkinson’s,3,71,98.89925384521484,7.500245160170976,0.12325911328858652,92.31768798828124,0.22323788714836124
10,label_0.5,local_yeo_johnson,Parkinson’s,2,84,27.54537010192871,3.994358744226637,0.7521073995862617,28.16107177734375,0.7725353755939667
10,label_5.0,default,Parkinson’s,2,1,159.15438842773438,9.947506828387455,-0.432298022,132.38992309570312,-0.069349321
10,label_5.0,group_norm,Parkinson’s,3,53,103.24031829833984,7.698703368689235,0.084775594,96.84584808,0.1851379348861009
10,label_5.0,layer_norm,Parkinson’s,3,50,103.68165588378906,7.704711689704967,0.080863032,96.27606964111328,0.18993195038726896
10,label_5.0,batch_norm,Parkinson’s,3,41,76.57268524169922,7.049357114504711,0.3211839225416959,74.99056243896484,0.36902857135654366
10,label_5.0,federated_robust_scaling,Parkinson’s,2,84,37.05484390258789,4.657651001400635,0.666527648,40.23033142089844,0.6750486877961841
10,label_5.0,local_min_max,Parkinson’s,3,84,55.55508804321289,5.639567418,0.5075046846798493,50.56638717651367,0.5745338777559024
10,label_5.0,federated_min_max,Parkinson’s,2,84,54.366676330566406,5.459245177684111,0.5107309432294946,51.625728607177734,0.5830050736581365
10,label_5.0,local_z_score,Parkinson’s,3,84,22.28144645690918,3.481910270031395,0.802475206,19.336633682250977,0.8373013397638759
10,label_5.0,federated_yeo_johnson,Parkinson’s,3,84,28.33557701,4.178944693462765,0.7488053291189112,24.755727767944336,0.7917049909767542
10,label_5.0,federated_z_score,Parkinson’s,2,58,38.059181213378906,4.816212854404563,0.657489142,36.97545242,0.7013392413844795
10,feature_0.7,federated_min_max,Parkinson’s,3,84,52.10733413696289,5.353859603235321,0.5380691249771694,50.18219757080078,0.5777664234624212
10,label_5.0,local_yeo_johnson,Parkinson’s,3,24,72.04200744628906,6.566721635716691,0.3613481734419637,71.23443603515625,0.4006327120433254
10,feature_0.7,default,Parkinson’s,3,10,204.6376495361328,11.55333421728682,-0.814111095,181.81100463867188,-0.529759852
10,label_5.0,local_robust_scaling,Parkinson’s,2,84,41.833736419677734,5.021690336906778,0.6235203483768235,46.69382095336914,0.6228412975363912
10,label_5.0,instance_norm,Parkinson’s,2,12,112.73236083984376,8.006905347313195,-0.014526886,116.40778350830078,0.059742830195548824
10,feature_0.7,federated_robust_scaling,Parkinson’s,3,84,32.15655517578125,4.345702676547702,0.7149325018988764,25.83280563354492,0.782642508
10,label_5.0,group_norm,Parkinson’s,2,38,95.73729705810548,7.308765131294272,0.13841900685996933,101.60427856445312,0.17931469898279373
10,label_5.0,layer_norm,Parkinson’s,2,30,96.01406097,7.365591864968484,0.13592822243927372,107.99956512451172,0.12765815297135252
10,label_5.0,batch_norm,Parkinson’s,2,84,61.11253738,5.995659072383611,0.45002214463545265,63.299190521240234,0.4887154404491827
10,label_5.0,local_min_max,Parkinson’s,2,84,53.23242950439453,5.514843302592272,0.5209385318573312,51.83266830444336,0.5813334539822401
10,label_5.0,local_z_score,Parkinson’s,2,84,22.394025802612305,3.6313227387007943,0.7984665200243909,23.831039428710938,0.8075101959429218
10,label_5.0,federated_yeo_johnson,Parkinson’s,2,84,29.146942138671875,4.258301240302798,0.7376941840632083,28.872085571289062,0.7667923143165232
10,label_5.0,local_yeo_johnson,Parkinson’s,2,51,38.65668869018555,4.819802466261295,0.6521119041922749,38.22875977,0.6912159052101345
10,feature_0.7,default,Parkinson’s,2,2,165.87086486816406,10.220576012185854,-0.492742345,141.10552978515625,-0.139747703
10,feature_0.7,federated_robust_scaling,Parkinson’s,2,84,37.491729736328125,4.783877827384669,0.6625957364125242,39.86549758911133,0.6779954961376928
10,feature_0.7,federated_min_max,Parkinson’s,2,76,62.09847259521485,5.897824016913815,0.4411490123399472,67.44503021240234,0.4552281778816664
10,feature_0.7,federated_z_score,Parkinson’s,3,84,28.016008377075195,4.048875973021628,0.7516383484878395,24.38394546508789,0.7948332146428196
10,feature_0.7,local_robust_scaling,Parkinson’s,3,3,340.4814758300781,12.774050037430213,-2.018365907,271.0830993652344,-1.280896033
10,feature_0.7,federated_z_score,Parkinson’s,2,76,31.76451301574707,4.299829602794858,0.7141376299936609,31.18642234802246,0.7480987723520366
10,feature_0.7,local_robust_scaling,Parkinson’s,2,4,409.4850158691406,14.152378268191962,-2.685130204,304.5165710449219,-1.459663294
10,feature_0.7,instance_norm,Parkinson’s,2,3,140.0669708251953,9.061596539816566,-0.260522959,137.52114868164062,-0.11079554
10,feature_0.7,instance_norm,Parkinson’s,3,17,129.5652313232422,8.608887757483284,-0.148594207,121.76451873779295,-0.024527951
10,feature_0.7,group_norm,Parkinson’s,2,1,124.94244384765624,8.551294187041378,-0.124410306,125.46189880371094,-0.013389744
10,feature_0.7,layer_norm,Parkinson’s,2,1,119.13664245605467,8.438366027449586,-0.072161469,123.88744354248048,-0.000672441
10,feature_0.7,batch_norm,Parkinson’s,2,83,75.67185211,6.509178238996032,0.3189966475189393,75.95872497558594,0.38646084625169297
10,feature_0.7,local_min_max,Parkinson’s,2,10,117.34484100341795,8.600685146295687,-0.056036788,116.16175842285156,0.061730123
10,feature_0.7,local_z_score,Parkinson’s,2,0,302.65667724609375,12.441824222660308,-1.723736555,262.3961486816406,-1.119444719
10,feature_0.7,group_norm,Parkinson’s,3,84,96.75405883789062,7.330692931697029,0.1422763057850862,91.25118255615234,0.23221155470569657
10,feature_0.7,federated_yeo_johnson,Parkinson’s,2,73,35.748844146728516,4.733524890735103,0.6782808203568624,33.47687530517578,0.729598255
10,feature_0.7,local_yeo_johnson,Parkinson’s,2,1,271.13128662109375,11.776738372452812,-1.440027222,311.95111083984375,-1.519713712
10,feature_0.7,layer_norm,Parkinson’s,3,2,153.9366912841797,9.553622218071691,-0.364646993,140.0242462158203,-0.178165598
10,feature_0.7,batch_norm,Parkinson’s,3,84,78.66570281982422,7.059121890781724,0.3026293313623232,77.47282409667969,0.34814283393808976
10,feature_0.7,local_min_max,Parkinson’s,3,29,123.3243408203125,8.758524298818967,-0.093268935,99.08756256103516,0.1662760387767821
10,feature_0.7,local_z_score,Parkinson’s,3,0,444.1056823730469,14.411766230906611,-2.936992494,364.0582275390625,-2.063189891
10,feature_0.7,federated_yeo_johnson,Parkinson’s,3,84,23.13003921508789,3.7272609159243584,0.7949523983172778,19.436494827270508,0.8364611320401035
10,feature_0.7,local_yeo_johnson,Parkinson’s,3,0,582.3756103515625,13.571178887373591,-4.162754661,383.6650695800781,-2.228162438
10,feature_0.3,default,Parkinson’s,3,1,191.79690551757812,10.929266967647257,-0.700277775,133.43392944335938,-0.122714578
10,feature_0.3,federated_robust_scaling,Parkinson’s,3,28,71.97997283935547,6.540992334407147,0.3618981402927468,66.91935729980469,0.4369398925961688
10,feature_0.3,federated_min_max,Parkinson’s,3,84,58.568572998046875,5.604534218,0.4807902194288622,58.173248291015625,0.5105296932475878
10,feature_0.3,federated_z_score,Parkinson’s,3,84,32.93855667114258,4.390779650322148,0.7080000365463328,27.76884651184082,0.7663525909983937
10,feature_0.3,local_robust_scaling,Parkinson’s,3,84,64.69654846191406,6.093179114180596,0.426465752,69.57743072509766,0.41457468556064336
10,feature_0.3,instance_norm,Parkinson’s,3,3,130.39173889160156,8.817904419749228,-0.155921633,128.40432739257812,-0.080395299
10,feature_0.3,group_norm,Parkinson’s,3,14,122.45545959472656,8.35476244,-0.085566447,123.3369598388672,-0.037758335
10,feature_0.3,layer_norm,Parkinson’s,3,2,123.7976074,8.669389336924054,-0.097464477,124.12823486328124,-0.044416324
10,feature_0.3,batch_norm,Parkinson’s,3,63,75.79795074,6.4674598561917005,0.3280518127283726,69.77107238769531,0.41294540699232063
10,feature_0.3,local_min_max,Parkinson’s,3,56,82.58358764648438,6.921640188231798,0.2678972984803968,72.53342438,0.3897029147595197
10,feature_0.3,federated_robust_scaling,Parkinson’s,2,84,36.754188537597656,4.596623171710887,0.6692332920930905,35.983158111572266,0.7093542835435112
10,feature_0.3,local_z_score,Parkinson’s,3,84,109.8656768798828,7.9673336063693965,0.026041647702934937,106.8704071044922,0.10079144667128435
10,feature_0.3,federated_yeo_johnson,Parkinson’s,3,67,39.44157791137695,4.838161599542825,0.6503507125634154,36.130577087402344,0.6959969228321812
10,feature_0.3,local_yeo_johnson,Parkinson’s,3,0,4886302720,3477.017075239968,-43317025.77,1543522432,-12987212.39
10,feature_0.3,federated_min_max,Parkinson’s,2,84,66.24044036865234,6.194199519793029,0.40387386183453655,61.16645050048828,0.5059420032945059
10,default,default,Parkinson’s,3,0,168.33126831054688,10.149684030509096,-0.492254979,162.11453247070312,-0.364033298
10,default,federated_robust_scaling,Parkinson’s,3,84,25.486553192138672,3.799839832345583,0.7740619534748836,22.008695602416992,0.8148186310263277
10,feature_0.3,federated_z_score,Parkinson’s,2,84,20.765552520751953,3.568213696198004,0.8131219454665158,22.10429573059082,0.8214576490157621
10,default,federated_min_max,Parkinson’s,3,83,60.50141906738281,5.892220866708844,0.46365543244132246,54.21780014038086,0.5438109009381085
10,default,federated_z_score,Parkinson’s,3,84,29.383625030517575,4.139357618135809,0.7395143665749296,18.524023056030273,0.8441386430229784
10,feature_0.3,local_robust_scaling,Parkinson’s,2,84,95.77794647216795,7.463591839914412,0.13805358971056902,92.45989990234376,0.25317645113114307
10,default,local_robust_scaling,Parkinson’s,3,84,45.14946365356445,5.1946308778702655,0.5997505165653245,39.60420608520508,0.6667697583835812
10,feature_0.3,instance_norm,Parkinson’s,2,24,110.70761108398438,7.946323053769422,0.003694914,121.34774017333984,0.019841179206318005
10,feature_0.3,group_norm,Parkinson’s,2,16,104.3017807006836,7.685948162018369,0.061343583,117.16324615478516,0.053640499253335694
10,default,instance_norm,Parkinson’s,3,43,93.08528137207033,7.291514979380212,0.1747997380135241,85.10466003417969,0.28392840500726246
10,default,group_norm,Parkinson’s,3,13,119.43917846679688,8.271249175853681,-0.058827065,122.2150421142578,-0.028318714
10,default,layer_norm,Parkinson’s,3,8,112.73192596435548,8.038224712,0.000632648,111.99844360351562,0.057643864
10,default,batch_norm,Parkinson’s,3,11,79.19866180419922,7.157045261669891,0.29790457926002345,77.14208221435547,0.3509256134264479
10,feature_0.3,layer_norm,Parkinson’s,2,64,89.88794708251953,7.108007146,0.1910601698071197,95.01451110839844,0.23254192329504908
10,default,local_min_max,Parkinson’s,3,84,45.07976531982422,5.081435673378556,0.600368291,40.310447692871094,0.6608273357796896
10,default,local_z_score,Parkinson’s,3,72,46.56776428222656,5.371840171850389,0.5871771821488876,40.61545944213867,0.6582611356409203
10,feature_0.3,batch_norm,Parkinson’s,2,84,79.2269516,6.9980687323515784,0.2870027625524223,79.20065307617188,0.36027489414885294
10,default,federated_yeo_johnson,Parkinson’s,3,81,43.78218078613281,5.327847892036666,0.6118712830617619,38.010223388671875,0.6801815835268241
10,feature_0.3,local_min_max,Parkinson’s,2,10,148.47508239746094,9.277362561610124,-0.336190142,118.56927490234376,0.042283924
10,feature_0.3,local_z_score,Parkinson’s,2,0,629.9157104492188,17.734037518202577,-4.668879862,319.472168,-1.580463443
10,default,local_yeo_johnson,Parkinson’s,3,71,52.31965255737305,5.662856464978516,0.5361869324501326,45.18109893798828,0.6198457178453127
10,feature_0.3,federated_yeo_johnson,Parkinson’s,2,84,21.996938705444336,3.6232353776104103,0.8020400890865311,22.31320571899414,0.8197702112098572
10,feature_0.3,local_yeo_johnson,Parkinson’s,2,0,52293079040,13263.729636654412,-470607729.2,1.4284E+11,-1153755891
10,default,default,Parkinson’s,2,1,181.17855834960935,10.682163837521967,-0.630503663,139.8484649658203,-0.129593832
10,default,federated_robust_scaling,Parkinson’s,2,84,49.60918426513672,5.474848312177601,0.5535458453771156,54.28865814208984,0.5614956821366441
10,default,federated_min_max,Parkinson’s,2,84,46.047157287597656,5.018290950025215,0.5856019647393008,48.67256164550781,0.6068584898065794
10,default,federated_z_score,Parkinson’s,2,84,26.175060272216797,3.940416537391032,0.7644395055619544,23.66596412658691,0.8088435755496031
10,default,local_robust_scaling,Parkinson’s,2,84,34.12062454223633,4.410344876535713,0.6929338231511403,31.95549201965332,0.7418868344687424
10,default,instance_norm,Parkinson’s,2,77,79.39193725585938,6.769361040926752,0.28551787210708923,85.00775909423828,0.31336927810460624
10,default,group_norm,Parkinson’s,2,53,96.65904998779295,7.400556335722392,0.13012383484794166,99.76929473876952,0.19413632095655664
10,default,layer_norm,Parkinson’s,2,7,120.7283172607422,8.324812852696569,-0.086485438,122.39982604980467,0.011343545394114418
10,default,batch_norm,Parkinson’s,2,69,71.93080902,6.550919317873461,0.3526639987444413,76.59487152,0.38132250337286167
10,default,local_min_max,Parkinson’s,2,84,43.20953369140625,5.008481823258266,0.6111387671278772,45.93767929077149,0.6289489345741185
10,default,local_z_score,Parkinson’s,2,76,44.25728988647461,5.315115822268955,0.6017097038530398,40.002235412597656,0.676891146
10,default,federated_yeo_johnson,Parkinson’s,2,84,24.16485023498535,3.8254398955986626,0.7825302073668832,23.907922744750977,0.8068892505609605
10,default,local_yeo_johnson,Parkinson’s,2,73,30.972333908081055,4.216670606193314,0.7212666276762851,30.59642791748047,0.7528643782057282
30,quantity_0.7,local_robust_scaling,Parkinson’s,1,84,46.78199768066406,5.253818268,0.5890302150908792,45.46173858642578,0.6096003845580014
30,feature_0.7,default,Parkinson’s,1,8,160.40467834472656,9.916221896441655,-0.409120645,138.8240966796875,-0.192142676
30,feature_0.7,federated_robust_scaling,Parkinson’s,1,84,57.30366134643555,6.005840368079976,0.4965997409505633,55.72707748413086,0.5214474585328781
30,feature_0.7,federated_min_max,Parkinson’s,1,84,77.10665893554688,7.002497350410794,0.322634618,77.50382995605469,0.334441038
30,feature_0.7,federated_z_score,Parkinson’s,1,84,49.801483154296875,5.466282062,0.5625047316356162,46.83189774,0.5978342010163862
30,feature_0.7,local_robust_scaling,Parkinson’s,1,2,1054.028076171875,19.769710293446416,-8.259408982,397.0935363769531,-2.410013703
30,feature_0.7,instance_norm,Parkinson’s,1,70,106.84986114501952,8.023923225997315,0.061347337,107.9499512,0.07298699
30,feature_0.7,group_norm,Parkinson’s,1,37,110.8551788330078,8.119023676908188,0.026161087493879465,114.12955474853516,0.019920197281227625
30,feature_0.7,layer_norm,Parkinson’s,1,84,103.67931365966795,7.92865125,0.089199552,105.64328002929688,0.092795368
30,feature_0.7,batch_norm,Parkinson’s,1,84,79.64777374267578,6.995489775475699,0.30031151783415444,71.74879455566406,0.38386213983941786
30,feature_0.7,local_min_max,Parkinson’s,1,29,162.1336669921875,9.612220764,-0.424309473,158.30650329589844,-0.359446964
30,feature_0.7,local_z_score,Parkinson’s,1,2,1815.6397705078125,26.33878615596996,-14.95000503,418.7376708984375,-2.595882323
30,feature_0.7,federated_yeo_johnson,Parkinson’s,1,84,52.148006439208984,5.545493525092214,0.5418910479890393,50.137351989746094,0.5694487960265443
30,feature_0.7,local_yeo_johnson,Parkinson’s,1,0,18288.21875,37.951327005549935,-159.658051,911.5242919921876,-6.827653551
30,feature_0.3,default,Parkinson’s,1,2,157.0375977,9.801798558,-0.379541351,136.0446777,-0.168274626
30,feature_0.3,federated_robust_scaling,Parkinson’s,1,84,72.57704162597656,6.667091399849894,0.36242645427427866,68.65110778808594,0.41046323421690345
30,feature_0.3,federated_min_max,Parkinson’s,1,84,68.88850402832031,6.5597138577980765,0.39482936627572984,67.92351531982422,0.4167113050625241
30,feature_0.3,federated_z_score,Parkinson’s,1,84,49.00024414,5.496492907508011,0.5695435074806701,48.44322967529297,0.5839969798834532
30,feature_0.3,local_robust_scaling,Parkinson’s,1,4,755.9653930664062,17.477948856886453,-5.640991876,381.9636840820313,-2.280087424
30,feature_0.3,instance_norm,Parkinson’s,1,9,118.95823669433594,8.433175774202079,-0.045022525,121.64310455322266,-0.044602021
30,feature_0.3,group_norm,Parkinson’s,1,53,104.43456268310548,7.964036187515195,0.082564793,106.42683410644533,0.086066719
30,feature_0.3,layer_norm,Parkinson’s,1,5,129.3004608154297,8.706515367580456,-0.135876484,127.55646514892578,-0.09538257
30,feature_0.3,batch_norm,Parkinson’s,1,84,84.84969329833984,7.400723780290712,0.25461377449515243,80.02852630615234,0.3127603129740947
30,feature_0.3,local_yeo_johnson,Parkinson’s,1,1,36032.84766,37.39332505982018,-315.5408207,759.0402832,-5.518207441
30,feature_0.3,local_min_max,Parkinson’s,1,26,153.7351837158203,9.447003851,-0.350530556,129.54234313964844,-0.112435917
30,feature_0.3,local_z_score,Parkinson’s,1,2,752.4848633,17.97585782338018,-5.610418716,335.5599365234375,-1.881598687
30,feature_0.3,federated_yeo_johnson,Parkinson’s,1,84,49.10873794555664,5.397987564417977,0.5685903673454638,44.04972839355469,0.6217259177742342
20,feature_0.7,default,Parkinson’s,1,3,143.7961883544922,9.379831317,-0.263218645,108.18306732177734,0.070985051
20,feature_0.7,federated_robust_scaling,Parkinson’s,1,84,49.40177154541016,5.5524111311110085,0.5660161205578573,47.291011810302734,0.5938915192038685
20,feature_0.7,federated_min_max,Parkinson’s,1,84,73.22939301,6.636992899410316,0.3566955003411514,72.80543518066406,0.37478828737032865
20,feature_0.7,federated_z_score,Parkinson’s,1,84,29.873695373535156,4.181468150864233,0.737566078,27.690961837768555,0.7622057288401923
20,feature_0.7,local_robust_scaling,Parkinson’s,1,2,975.6641235351562,19.073964633830432,-7.570997315,400.0862121582031,-2.435714006
20,feature_0.7,instance_norm,Parkinson’s,1,53,106.26151275634766,7.995267331547912,0.066515572,108.20325469970705,0.07081189
20,feature_0.7,group_norm,Parkinson’s,1,84,95.63420104980467,7.262635222766873,0.15987426841658992,92.78746795654295,0.20319376995483163
20,feature_0.7,layer_norm,Parkinson’s,1,4,123.14217376708984,8.541276058736218,-0.081777203,119.81744384765624,-0.028924156
20,feature_0.7,batch_norm,Parkinson’s,1,84,85.49488830566406,7.505866473428997,0.2489458183200074,80.08765411376953,0.31225269297090785
20,feature_0.7,local_min_max,Parkinson’s,1,25,131.29385375976562,9.022132047475308,-0.153388477,113.47632598876952,0.025529609
20,feature_0.7,local_z_score,Parkinson’s,1,1,972.3474121,19.80443999525039,-7.541861918,346.89056396484375,-1.978899069
20,feature_0.7,federated_yeo_johnson,Parkinson’s,1,84,46.043983459472656,5.201755042606364,0.5955135462623915,44.51914978027344,0.617694836
20,feature_0.7,local_yeo_johnson,Parkinson’s,1,0,19357.29883,25.51507455955824,-169.0497241,846.1561889648438,-6.266309429
20,feature_0.3,default,Parkinson’s,1,2,135.40875244140625,9.035659019219151,-0.189536688,117.84381103515624,-0.011975866
20,feature_0.3,federated_robust_scaling,Parkinson’s,1,84,63.000938415527344,6.271623876953125,0.4465502547876591,60.234275817871094,0.4827420965587129
20,feature_0.3,federated_min_max,Parkinson’s,1,84,68.25154876708984,6.446257334602011,0.4004250999655597,65.3433609,0.4388683750765008
20,feature_0.3,federated_z_score,Parkinson’s,1,84,39.20123291015625,4.784403743697717,0.6556256110565475,36.19796371459961,0.6891524398096252
20,feature_0.3,local_robust_scaling,Parkinson’s,1,3,672.8716430664062,17.271089090803557,-4.911032715,333.8757019042969,-1.867134781
