number of clients,skew type,normalization,dataset,seed,stopped_epoch,test_loss,test_mae,test_r2,validation_loss,validation_r2
20,feature_0.3,instance_norm,Parkinson’s,1,20,117.9049301147461,8.360380833,-0.03576919,116.36831665039062,0.000694905
20,feature_0.3,group_norm,Parkinson’s,1,84,97.20960235595705,7.571432467,0.14603474272849537,92.92780303955078,0.20198867927629097
20,feature_0.3,layer_norm,Parkinson’s,1,6,115.99030303955078,8.429125368008693,-0.018949913,117.3520736694336,-0.007753115
20,feature_0.3,batch_norm,Parkinson’s,1,50,98.39631652832033,7.670096752640903,0.1356094313648738,92.16298676,0.20855652618320397
20,feature_0.3,local_min_max,Parkinson’s,1,15,148.1079864501953,9.361682601752449,-0.301096395,149.70155334472656,-0.28555221
20,feature_0.3,local_z_score,Parkinson’s,1,1,1140.6129150390625,19.10379005879876,-9.020036338,449.1748047,-2.857258259
20,feature_0.3,federated_yeo_johnson,Parkinson’s,1,84,39.92750549316406,4.793629225347313,0.6492454014866467,36.90229034423828,0.6831040508140664
20,feature_0.3,local_yeo_johnson,Parkinson’s,1,0,70890.28906,43.57408207745824,-621.7558838,987.9504395,-7.483957441
10,feature_0.7,default,Parkinson’s,1,1,198.93898010253903,11.28157584913405,-0.747635836,145.28907775878906,-0.247660068
10,feature_0.7,federated_robust_scaling,Parkinson’s,1,79,37.679805755615234,4.698056002321105,0.6689910644436063,36.951210021972656,0.682683972
10,feature_0.7,federated_min_max,Parkinson’s,1,84,51.009239196777344,5.490398093347314,0.5518947995053956,52.072139739990234,0.5528339713913342
10,feature_0.7,federated_z_score,Parkinson’s,1,84,39.82731246948242,4.821905845,0.650125543,35.78674316,0.6926837826665666
10,feature_0.7,local_robust_scaling,Parkinson’s,1,2,371.0523376464844,13.77049614938279,-2.259614771,335.65423583984375,-1.882407943
10,feature_0.7,instance_norm,Parkinson’s,1,3,140.27418518066406,9.111982012,-0.232278618,121.7311019897461,-0.045357767
10,feature_0.7,local_yeo_johnson,Parkinson’s,1,1,257.2170104980469,11.047812225903757,-1.259595631,244.20510864257812,-1.097095039
10,feature_0.3,default,Parkinson’s,1,1,203.8017578,11.43755398889592,-0.790354829,133.49203491210938,-0.146354009
10,feature_0.3,federated_robust_scaling,Parkinson’s,1,84,42.186973571777344,4.934641897999275,0.6293964712693676,35.56124496459961,0.6946201914587768
10,feature_0.3,federated_min_max,Parkinson’s,1,84,53.94749450683594,5.494551779018704,0.5260829778366866,51.119083404541016,0.5610183966608602
10,feature_0.3,federated_z_score,Parkinson’s,1,84,31.973358154296875,4.30821515,0.7191209945126082,27.05075454711914,0.7677034704014741
10,feature_0.3,local_robust_scaling,Parkinson’s,1,2,343.9821472167969,13.14169366091755,-2.021809431,256.1747741699219,-1.199883854
10,feature_0.3,instance_norm,Parkinson’s,1,5,116.04771423339844,8.323259450383361,-0.019454028,117.40858459472656,-0.008238171
10,feature_0.3,group_norm,Parkinson’s,1,38,116.57711029052734,8.149578267983829,-0.024104402,101.0634766,0.13212417643934116
10,feature_0.3,layer_norm,Parkinson’s,1,19,127.39210510253906,8.604194816,-0.119112269,114.25636291503906,0.018831117
10,feature_0.3,batch_norm,Parkinson’s,1,47,95.31536102294922,7.240053132228088,0.162675199,77.9901123,0.3302650348042171
10,feature_0.3,local_min_max,Parkinson’s,1,29,92.38412475585938,7.449749550558092,0.1884256744501965,87.51241302490234,0.24849302714292745
10,feature_0.3,local_z_score,Parkinson’s,1,1,296.5913391113281,12.979023756558288,-1.605491065,283.2564392089844,-1.432445408
10,feature_0.3,federated_yeo_johnson,Parkinson’s,1,84,44.498008728027344,5.276756103732865,0.6090945550163405,40.23748397827149,0.6544632236718375
10,feature_0.3,local_yeo_johnson,Parkinson’s,1,0,353.6817626953125,12.590701144547069,-2.10701821,333.66693115234375,-1.865342564
10,feature_0.7,group_norm,Parkinson’s,1,2,138.31068420410156,9.089672863818963,-0.215029874,124.79418182373048,-0.071661715
10,feature_0.7,layer_norm,Parkinson’s,1,2,131.42739868164062,8.830775596913943,-0.154561168,124.43601989746094,-0.068586017
10,feature_0.7,batch_norm,Parkinson’s,1,79,75.08990478515625,6.648082693305833,0.3403513649332677,69.06999206542969,0.40686610604692464
10,feature_0.7,local_min_max,Parkinson’s,1,20,122.59149932861328,8.796764055662814,-0.076939962,103.55838012695312,0.1106996103239205
10,feature_0.7,local_z_score,Parkinson’s,1,1,539.8671264648438,16.114381434847285,-3.742617042,498.3638916015625,-3.279667433
10,feature_0.7,federated_yeo_johnson,Parkinson’s,1,66,42.649879455566406,5.181659929965931,0.6253300033918336,37.06754302978515,0.6816850306406828
30,quantity_0.7,default,Parkinson’s,1,0,164.81033325195312,10.13393405831964,-0.447822812,167.8605194091797,-0.441490888
30,quantity_0.7,federated_robust_scaling,Parkinson’s,1,88,48.97977066040039,5.288882386,0.5697233733842444,42.80862045288086,0.6323838452777207
30,quantity_0.7,federated_min_max,Parkinson’s,1,66,73.37061309814453,6.513731946305505,0.3554549165304072,70.37345123291016,0.3956726374797983
30,quantity_0.7,federated_z_score,Parkinson’s,1,72,40.187068939208984,4.872469612768096,0.6469652271089426,36.57850266,0.6858845253753532
30,quantity_0.7,group_norm,Parkinson’s,1,52,87.23941802978516,7.039013302531653,0.23362057632127797,84.66359711,0.27295708058150636
30,quantity_0.7,layer_norm,Parkinson’s,1,21,106.85567474365234,7.978694738593917,0.061295823846307274,109.55643463134766,0.059191705
30,quantity_0.7,batch_norm,Parkinson’s,1,29,79.20561218261719,6.946910572018831,0.3041956439391845,72.15225982666016,0.38039735254467943
30,quantity_0.7,local_min_max,Parkinson’s,1,92,53.00320816040039,5.576398983749039,0.534378449,51.940826416015625,0.5539616948880135
30,quantity_0.7,local_z_score,Parkinson’s,1,92,30.55702209472656,4.107020277264946,0.7315631943757819,28.63236618041992,0.7541215069733966
30,quantity_0.7,federated_yeo_johnson,Parkinson’s,1,92,26.817310333251953,3.874650763628896,0.7644157584544767,24.012300491333008,0.7937959817599983
30,quantity_0.7,local_yeo_johnson,Parkinson’s,1,92,40.54122543334961,4.750906774,0.6438541648679325,39.36258316040039,0.661976469
30,quantity_5.0,default,Parkinson’s,1,2,145.85911560058594,9.415065278936387,-0.281340793,124.14543151855467,-0.06609056
30,quantity_5.0,federated_robust_scaling,Parkinson’s,1,92,64.65985107421875,6.339604315478234,0.4319773353448423,62.22933578491211,0.46560983095545494
30,quantity_5.0,federated_min_max,Parkinson’s,1,67,84.84722900390625,7.301145941,0.25463560557042675,84.48870849609375,0.2744587089669749
30,quantity_5.0,federated_z_score,Parkinson’s,1,92,51.24890899658203,5.524251150089925,0.5497893584221281,51.12130355834961,0.5609992356126878
30,quantity_5.0,local_robust_scaling,Parkinson’s,1,92,63.78206253051758,6.291662922145521,0.43968831631035177,63.80693817138672,0.45206229101579654
30,quantity_5.0,instance_norm,Parkinson’s,1,42,101.56195068359376,7.819706458878903,0.10780011925126964,104.98875427246094,0.098416109
30,quantity_5.0,group_norm,Parkinson’s,1,38,101.44570922851562,7.820734538491485,0.10882138696391896,104.89508056640624,0.099220533
30,quantity_5.0,layer_norm,Parkinson’s,1,14,117.47085571289062,8.278299737580049,-0.031955811,117.76084899902344,-0.011263546
30,quantity_5.0,batch_norm,Parkinson’s,1,36,76.71895599365234,7.062594894320723,0.326040241,73.56796264648438,0.3682399886426906
30,quantity_5.0,local_min_max,Parkinson’s,1,92,73.49646759033203,6.754002367775112,0.3543493433035422,73.88152313232422,0.3655473658704628
30,quantity_5.0,local_z_score,Parkinson’s,1,92,43.53031921386719,5.073264411447563,0.6175955807514037,44.16141128540039,0.6207668575433456
30,quantity_5.0,federated_yeo_johnson,Parkinson’s,1,92,43.06864929199219,5.007554075,0.6216511021395632,40.38990783691406,0.653154355
30,quantity_5.0,local_yeo_johnson,Parkinson’s,1,92,54.59050750732422,5.7190257687736965,0.5204340642234957,51.23448563,0.5600273300219283
30,label_0.5,default,Parkinson’s,1,2,194.42633056640625,10.994805229397748,-0.707993089,134.9784393310547,-0.159118273
30,label_0.5,federated_robust_scaling,Parkinson’s,1,92,64.08911895751953,6.439646318306561,0.4369908886713725,62.37714767456055,0.46434040406880817
30,label_0.5,federated_yeo_johnson,Parkinson’s,1,92,47.868839263916016,5.384362735806178,0.5794826817368447,46.97630310058594,0.5965941608386975
30,label_0.5,local_yeo_johnson,Parkinson’s,1,92,52.101051330566406,5.639788316565056,0.5423036580782843,50.582706451416016,0.5656244912329653
30,label_0.5,federated_min_max,Parkinson’s,1,92,75.01940918,6.850196574312098,0.3409708912710009,74.92897797,0.3565523852107092
30,label_0.5,federated_z_score,Parkinson’s,1,92,48.93426513671875,5.421902138997995,0.5701230584375276,48.32878875732422,0.5849797650446225
30,label_0.5,layer_norm,Parkinson’s,1,29,105.10784149169922,7.916746643823492,0.076650074,108.21617126464844,0.070700862
30,label_0.5,batch_norm,Parkinson’s,1,61,78.03350067138672,6.973262102641881,0.31449255969004775,73.29714965820312,0.37056582923580583
30,label_0.5,local_min_max,Parkinson’s,1,87,81.10466003417969,7.078530173243323,0.2875130573821907,82.47594451904297,0.29174329651523934
30,label_0.5,local_z_score,Parkinson’s,1,92,47.32245635986328,5.288038486431281,0.5842823672287674,46.301246643066406,0.6023910899568679
30,label_0.5,local_robust_scaling,Parkinson’s,1,87,72.45249938964844,6.762052830788953,0.36352057125911974,70.60571289,0.3936782536117775
30,label_0.5,instance_norm,Parkinson’s,1,43,102.18436431884766,7.837669635941164,0.10233239979294906,104.13433074951172,0.105753532
30,label_0.5,group_norm,Parkinson’s,1,-1,114.1011199951172,8.356728970126179,-0.002353561,49.41484832763672,0.5756533768302321
30,label_5.0,default,Parkinson’s,1,2,142.61007690429688,9.257327332482172,-0.252798925,123.3023452758789,-0.058850505
30,label_5.0,federated_robust_scaling,Parkinson’s,1,92,62.47669601,6.320985837667453,0.451155695,62.07707595825195,0.46691729
30,label_5.0,federated_min_max,Parkinson’s,1,92,74.71080780029297,6.868439095905431,0.3436817585398032,74.08742523,0.36377915362370417
30,label_5.0,federated_z_score,Parkinson’s,1,92,52.1472168,5.641192832916858,0.5418980148693071,50.89493560791016,0.5629431777307345
30,label_5.0,local_robust_scaling,Parkinson’s,1,92,67.50617218017578,6.5680029297876645,0.4069728179852099,67.35483551,0.4215947901091251
30,label_5.0,instance_norm,Parkinson’s,1,27,106.3708038330078,7.956831099,0.065555062,109.69022369384766,0.058042431053130894
30,label_5.0,group_norm,Parkinson’s,1,29,107.91487884521484,7.969116682121881,0.051991053,111.01775360107422,0.046642516
30,label_5.0,layer_norm,Parkinson’s,1,2,118.19710540771484,8.412241938275715,-0.038336075,119.52432250976562,-0.026407072
30,label_5.0,batch_norm,Parkinson’s,1,60,79.23381805419922,7.124315494978986,0.3039477191921136,73.90679168701172,0.3653304474642569
30,label_5.0,local_min_max,Parkinson’s,1,92,81.14806365966797,7.1537077839284695,0.2871318755147534,79.96904754638672,0.3132711340741855
30,label_5.0,local_z_score,Parkinson’s,1,92,57.76713180541992,5.824747132846217,0.49252813252484173,55.68855285644531,0.5217782476585258
30,label_5.0,federated_yeo_johnson,Parkinson’s,1,92,43.63856887817383,5.080830630874958,0.6166444787727408,42.08258056640625,0.6386186377866548
30,label_5.0,local_yeo_johnson,Parkinson’s,1,92,57.96888351,5.9733908951339005,0.49075586141787386,58.80432891845703,0.4950217230013731
20,quantity_0.7,instance_norm,Parkinson’s,1,17,113.3336944580078,8.156767732718777,0.00438775,111.59496307373048,0.041685839142946435
30,default,default,Parkinson’s,1,0,124.5,8.563473283124763,-0.093705843,114.87796783447266,0.013493151
30,default,federated_robust_scaling,Parkinson’s,1,92,59.83244705200195,6.140672676680907,0.47438477947484914,58.760772705078125,0.4953957651862479
30,default,federated_min_max,Parkinson’s,1,92,73.35023498535156,6.690052766,0.35563400340416196,71.93113708496094,0.3822962173432574
30,default,federated_z_score,Parkinson’s,1,92,57.66109848022461,5.892548902,0.4934597285636865,55.55958557128906,0.5228858729726045
30,default,local_robust_scaling,Parkinson’s,1,92,66.3626709,6.500208377642359,0.41701835544908616,64.66777801513672,0.44466982851985737
30,default,instance_norm,Parkinson’s,1,22,103.7149658203125,7.924320449922762,0.088886483,107.16586303710938,0.079720492
30,default,group_norm,Parkinson’s,1,20,109.71803283691406,8.035557190750525,0.036150721099487026,112.76602935791016,0.031629291
30,default,layer_norm,Parkinson’s,1,29,106.44837951660156,7.951648296908407,0.06487379,107.95362854003906,0.072955534
30,default,batch_norm,Parkinson’s,1,24,90.65651703,7.468600561269775,0.2036020853479188,85.20054626464844,0.26834600017210863
30,default,local_min_max,Parkinson’s,1,92,71.08706665039062,6.656060546877601,0.3755154760708477,70.74535369873047,0.3924790850252368
30,default,local_z_score,Parkinson’s,1,92,47.41685104370117,5.3066373183462625,0.5834530773547104,46.30950164794922,0.6023202576805594
30,default,federated_yeo_johnson,Parkinson’s,1,92,46.09711837768555,5.174864251480037,0.5950467033434428,44.84741211,0.6148757711589836
30,default,local_yeo_johnson,Parkinson’s,1,92,49.091793060302734,5.450753313078559,0.5687391546077039,48.199806213378906,0.5860874338244044
20,quantity_0.7,default,Parkinson’s,1,0,183.2890625,10.760872308940188,-0.610154718,131.7472381591797,-0.131370549
20,quantity_0.7,federated_robust_scaling,Parkinson’s,1,74,30.73558807373047,4.243605133225099,0.7299944839206753,29.571199417114254,0.7460593087673584
20,quantity_0.7,federated_min_max,Parkinson’s,1,77,60.65288162231445,5.834309161755496,0.4671773765266906,59.86520767211914,0.4859114986773947
20,quantity_0.7,federated_z_score,Parkinson’s,1,75,32.89363098144531,4.390091470231547,0.7110364929999082,27.500825881958008,0.7638384560912586
20,quantity_0.7,local_robust_scaling,Parkinson’s,1,92,41.24373245239258,4.906040505212652,0.637682527,40.714542388916016,0.6503665874495835
20,quantity_0.7,group_norm,Parkinson’s,1,18,112.3786392211914,8.128654130982174,0.012777805291794396,111.32986450195312,0.043962388647880046
20,quantity_0.7,layer_norm,Parkinson’s,1,8,107.89364624023438,8.003921300371955,0.052177867,110.63540649414062,0.049925876
20,quantity_0.7,batch_norm,Parkinson’s,1,20,81.19350433,7.130554525477155,0.2867327625833058,77.16000366210938,0.337393603
20,quantity_0.7,local_min_max,Parkinson’s,1,66,62.594600677490234,5.9267949678438905,0.45011994642087694,58.08700942993164,0.5011816819548537
20,quantity_0.7,local_z_score,Parkinson’s,1,66,37.67850875854492,4.529026152819075,0.6690024481783174,31.46942138671875,0.7297584594527995
20,quantity_0.7,federated_yeo_johnson,Parkinson’s,1,55,43.337921142578125,4.926466071447711,0.6192855443802144,38.58909225463867,0.6686187823104235
20,quantity_0.7,local_yeo_johnson,Parkinson’s,1,92,28.11458396911621,3.946257051332284,0.7530194793814605,27.07533073425293,0.767492386
20,quantity_5.0,default,Parkinson’s,1,2,153.12301635742188,9.663893655576324,-0.345152289,132.59217834472656,-0.138626337
20,quantity_5.0,federated_robust_scaling,Parkinson’s,1,92,43.25924301147461,5.1060245868419445,0.6199769067452147,42.24753189086914,0.6372021764075297
20,quantity_5.0,federated_yeo_johnson,Parkinson’s,1,92,32.23663330078125,4.273396495,0.7168081765376388,30.121912002563477,0.7413301721001857
20,quantity_5.0,federated_min_max,Parkinson’s,1,92,62.86747360229492,6.033100283131839,0.44772280659264085,61.83806610107422,0.46896978054767846
20,quantity_5.0,federated_z_score,Parkinson’s,1,92,32.84165573120117,4.333334317053025,0.7114930482249552,31.26598739624023,0.731505406
20,quantity_5.0,local_robust_scaling,Parkinson’s,1,92,44.662723541259766,5.173780129814961,0.6076476326609669,44.09724807739258,0.6213178645615416
20,quantity_5.0,instance_norm,Parkinson’s,1,15,105.48346710205078,7.930522900453066,0.073350378,109.39242553710938,0.06059971
20,quantity_5.0,group_norm,Parkinson’s,1,35,94.94096375,7.469896150277766,0.1659639100281195,97.06264496,0.1664810322275846
20,quantity_5.0,layer_norm,Parkinson’s,1,28,102.70275115966795,7.872708103725631,0.097778413,103.50041961669922,0.11119706745890567
20,quantity_5.0,batch_norm,Parkinson’s,1,58,78.75050354003906,7.095165803023759,0.30819377474083987,71.42142486572266,0.38667338900723813
20,quantity_5.0,local_min_max,Parkinson’s,1,24,88.57620239257812,7.453895717132386,0.22187707538901713,85.98915100097656,0.26157381584249306
20,quantity_5.0,local_z_score,Parkinson’s,1,92,39.95206451416016,4.661878060723164,0.6490297947086803,34.05617141723633,0.707544906
20,quantity_5.0,local_yeo_johnson,Parkinson’s,1,92,29.264585494995117,4.007341963696622,0.7429168295406016,26.984718322753903,0.7682705673099698
20,label_0.5,default,Parkinson’s,1,9,155.95462036132812,9.821335227285973,-0.370027282,138.41200256347656,-0.188603745
20,label_0.5,federated_robust_scaling,Parkinson’s,1,62,69.93951416015625,6.615682300924705,0.3855964032542527,65.98097229003906,0.4333928941230312
20,label_0.5,federated_min_max,Parkinson’s,1,83,68.87350463867188,6.4433678784408634,0.3949611110353234,68.41904449,0.41245611979257824
20,label_0.5,federated_z_score,Parkinson’s,1,92,39.666786193847656,4.784504339824003,0.6515357140821545,36.45809173583984,0.686918531
20,label_0.5,local_robust_scaling,Parkinson’s,1,71,71.54952239990234,6.74741874,0.3714529674405729,68.75321960449219,0.4095863827612115
20,label_0.5,instance_norm,Parkinson’s,1,12,109.29937744140624,8.026980139173165,0.039828323645377806,110.36043548583984,0.05228712
20,label_0.5,group_norm,Parkinson’s,1,36,101.49030303955078,7.713129392855774,0.1084294727412436,106.1005401611328,0.088868577
20,label_0.5,layer_norm,Parkinson’s,1,78,86.94282531738281,7.206054019550086,0.2362260973162491,87.39872741699219,0.24946917473557972
20,label_5.0,federated_min_max,Parkinson’s,1,92,63.74574279785156,6.099324021025753,0.4400073266044682,62.57020568847656,0.46268269126727135
20,label_0.5,batch_norm,Parkinson’s,1,54,77.39559936523438,6.988757552,0.32009637458203677,71.60135650634766,0.3851281578752972
20,label_0.5,local_min_max,Parkinson’s,1,23,94.48523712158205,7.639562543,0.16996753258084396,90.5452652,0.22244859593465305
20,label_0.5,local_z_score,Parkinson’s,1,79,40.75141143798828,4.813438641504417,0.64200763,37.27019500732422,0.6799447106894791
20,label_0.5,federated_yeo_johnson,Parkinson’s,1,92,36.40992736816406,4.583151131761816,0.6801466361038433,34.59714889526367,0.7028993142136741
20,label_0.5,local_yeo_johnson,Parkinson’s,1,92,40.44647216796875,4.759579253242409,0.6446864315413439,38.227386474609375,0.6717249138931309
20,label_5.0,default,Parkinson’s,1,2,143.5085449,9.339053779715222,-0.260691414,110.62017822265624,0.050056541719717296
20,label_5.0,federated_robust_scaling,Parkinson’s,1,70,77.49651336669922,6.858258116351532,0.3192098535545659,72.53936767578125,0.3770729566894354
20,label_5.0,federated_z_score,Parkinson’s,1,92,37.95057678222656,4.651078406125953,0.6666123776395694,36.212398529052734,0.6890284559314047
20,label_5.0,local_robust_scaling,Parkinson’s,1,92,59.29142761230469,6.053868868792209,0.47913754161386835,56.56972122192383,0.5142112866240045
20,label_5.0,instance_norm,Parkinson’s,1,18,104.70545196533205,7.916444786874393,0.080185105,108.2681884765625,0.070254216
20,label_5.0,group_norm,Parkinson’s,1,33,101.07290649414062,7.797575110038895,0.1120964267045601,105.12442016601562,0.097251179
20,label_5.0,layer_norm,Parkinson’s,1,15,111.89019775390624,8.113582388,0.017068485679569645,114.31936645507812,0.018290117769181435
20,label_5.0,batch_norm,Parkinson’s,1,74,84.96643066,7.295705967091903,0.25358831940035775,72.68498992919922,0.37582255916961016
20,label_5.0,local_min_max,Parkinson’s,1,92,65.51573181152344,6.163164267891365,0.42445841369326953,64.01257324,0.45029639927358545
20,label_5.0,local_z_score,Parkinson’s,1,92,35.735374450683594,4.507128485133439,0.6860725175582829,35.62617874145508,0.694062605
20,label_5.0,federated_yeo_johnson,Parkinson’s,1,92,35.41599655151367,4.539182326827574,0.6888781250209874,34.191749572753906,0.7063806841483499
20,label_5.0,local_yeo_johnson,Parkinson’s,1,92,43.422908782958984,5.082383897112418,0.6185390457828808,43.42250061035156,0.6271120944883986
20,default,default,Parkinson’s,1,1,163.8571014404297,10.080096333902263,-0.439449631,148.41677856445312,-0.274519245
20,default,federated_robust_scaling,Parkinson’s,1,53,72.76040649414062,6.704738867876943,0.3608154566828353,71.13524627685547,0.3891309784491399
20,default,federated_min_max,Parkinson’s,1,20,94.00270080566406,7.607489066527385,0.17420646615204838,93.21821594,0.19949481354758636
20,default,federated_z_score,Parkinson’s,1,92,36.889286041259766,4.5706699588180495,0.6759355787021193,34.97059631347656,0.6996924102226714
20,default,local_robust_scaling,Parkinson’s,1,49,73.63524627685547,6.808713880556176,0.35313021430233793,71.54790496826172,0.3855871203758793
10,quantity_0.7,federated_yeo_johnson,Parkinson’s,1,39,39.66017150878906,4.934131913112111,0.6515938754120119,30.548154830932617,0.73766979
20,default,instance_norm,Parkinson’s,1,17,107.56983184814452,8.005914562,0.055022097930302216,109.8990478515625,0.056249169
20,default,group_norm,Parkinson’s,1,13,109.44922637939452,8.026857118535997,0.038512112,112.5984878540039,0.033068066
20,default,layer_norm,Parkinson’s,1,42,101.80760955810548,7.823810631639981,0.10564227340645728,103.1625977,0.1140981373749369
20,default,batch_norm,Parkinson’s,1,56,78.62865447998047,6.9570876773421215,0.30926431226020445,73.50615692138672,0.3687708366170983
20,default,local_min_max,Parkinson’s,1,92,60.21470642089844,6.128876596763982,0.471026707,61.19815826416016,0.4744648822481587
20,default,local_z_score,Parkinson’s,1,92,35.18866729736328,4.382539301,0.6908751637915577,32.84572219848633,0.7179396012651543
20,default,federated_yeo_johnson,Parkinson’s,1,92,36.94324493408203,4.601573212101799,0.6754615854122403,35.862098693847656,0.6920366969765674
20,default,local_yeo_johnson,Parkinson’s,1,92,33.70765686035156,4.478903337206438,0.7038856010236388,32.77638244628906,0.7185350051919825
10,quantity_0.7,default,Parkinson’s,1,1,170.12745666503906,10.300237855508971,-0.494532922,124.63732147216795,-0.070314591
10,quantity_0.7,federated_robust_scaling,Parkinson’s,1,82,15.330289840698242,2.809139469,0.865326723,14.30694294,0.8771400804131605
10,quantity_0.7,federated_min_max,Parkinson’s,1,31,75.33309936523438,6.6950063530247945,0.33821502978543594,74.98533630371094,0.3560684289601139
10,quantity_0.7,federated_z_score,Parkinson’s,1,28,49.94513320922851,5.444838138007305,0.5612428134901668,44.23446273803711,0.6201395299032199
10,quantity_0.7,local_robust_scaling,Parkinson’s,1,45,35.96730422973633,4.5064095999507146,0.684035085,31.11183738708496,0.7328291740692857
10,quantity_0.7,instance_norm,Parkinson’s,1,7,112.00788879394533,8.108366085728273,0.016034839263514344,108.35247039794922,0.069530419
10,quantity_0.7,group_norm,Parkinson’s,1,26,85.41761779785156,7.018797389742825,0.24962461183419005,84.38722229003906,0.27533029400536957
10,quantity_0.7,layer_norm,Parkinson’s,1,16,109.4209976196289,8.001814630984205,0.038759852,107.11563873291016,0.080151666
10,quantity_0.7,batch_norm,Parkinson’s,1,15,83.91985321044922,7.222626046443331,0.26278224912755166,74.78725433,0.35776948441969114
10,quantity_0.7,local_min_max,Parkinson’s,1,38,63.54533767700195,5.925472159,0.4417678208449263,60.28647994995117,0.4822939780270151
10,quantity_0.7,local_z_score,Parkinson’s,1,58,26.619455337524418,3.938725583884783,0.7661538142443673,23.562963485717773,0.7976546157997728
10,quantity_0.7,local_yeo_johnson,Parkinson’s,1,92,49.04316711425781,5.218649712219629,0.5691664488667907,42.21458435058594,0.637485144
10,quantity_5.0,default,Parkinson’s,1,3,154.9207000732422,9.77513143,-0.36094505,122.0319824,-0.047941329
10,quantity_5.0,federated_robust_scaling,Parkinson’s,1,71,47.60791016,5.258365148236338,0.5817749020103108,44.140811920166016,0.6209437306152055
10,quantity_5.0,federated_min_max,Parkinson’s,1,47,63.51671219,6.011783100225085,0.4420193634765066,61.48020935058594,0.4720428330009071
10,quantity_5.0,federated_z_score,Parkinson’s,1,60,41.94438934326172,4.826134560076233,0.6315274958944181,36.44105529785156,0.6870648383566138
10,quantity_5.0,local_robust_scaling,Parkinson’s,1,60,50.87658691,5.424549855995016,0.5530602734176218,49.12331771850586,0.5781568510608319
10,quantity_5.0,instance_norm,Parkinson’s,1,14,104.8862305,7.902863884501608,0.078597063,105.38645935058594,0.095000913
10,quantity_5.0,group_norm,Parkinson’s,1,1,119.51412200927734,8.347780988912103,-0.049905482,121.60327911376952,-0.044259921
10,quantity_5.0,layer_norm,Parkinson’s,1,9,110.6032485961914,8.078860123,0.028374361927312908,113.72085571289062,0.023429623734990135
10,quantity_5.0,batch_norm,Parkinson’s,1,31,80.30208587646484,6.825272078195558,0.29456332471107094,77.95800018310547,0.33054081872861396
10,quantity_5.0,local_min_max,Parkinson’s,1,78,59.41349029541016,5.724610277200945,0.4780652803316833,52.90630340576172,0.5456706807692497
10,quantity_5.0,local_z_score,Parkinson’s,1,73,29.45121383666992,4.073314837394123,0.7412774126639752,24.99028968811035,0.7853975437939892
10,quantity_5.0,federated_yeo_johnson,Parkinson’s,1,46,35.705787658691406,4.509213843261251,0.6863323822073251,33.50802230834961,0.7122521574031362
10,quantity_5.0,local_yeo_johnson,Parkinson’s,1,79,25.74319648742676,3.771994954800423,0.7738516232076449,22.968341827392575,0.802760912
10,label_0.5,instance_norm,Parkinson’s,1,6,107.68008422851562,7.988247511486629,0.054053693,109.77523040771484,0.057312444604322166
10,label_0.5,group_norm,Parkinson’s,1,32,95.81105804,7.419065571949366,0.15832062266034974,99.30540466308594,0.14722153299001184
10,label_0.5,layer_norm,Parkinson’s,1,23,101.1500015258789,7.732813251078444,0.11141901005359688,105.16535186767578,0.096899852
10,label_0.5,batch_norm,Parkinson’s,1,22,83.94387817382812,7.095521115734103,0.2625715045940481,73.28368377685547,0.3706812926975555
10,label_0.5,local_min_max,Parkinson’s,1,64,67.28002166748047,6.241830548476848,0.4089593934437995,65.75374603271484,0.43534412387863497
10,label_0.5,default,Parkinson’s,1,3,170.28555297851562,10.295354027844208,-0.495922261,153.5708008,-0.318779009
10,label_0.5,federated_robust_scaling,Parkinson’s,1,92,45.23892974853515,5.126131046151424,0.6025857,42.729644775390625,0.63306196
10,label_0.5,federated_min_max,Parkinson’s,1,62,63.00814437866211,5.948749654125009,0.4464869347338848,62.5682373,0.4626994272770971
10,label_0.5,federated_z_score,Parkinson’s,1,48,45.97462844848633,5.057697614407356,0.5961227909319592,42.52960968017578,0.6347797492146046
10,label_0.5,local_robust_scaling,Parkinson’s,1,55,57.70597076416016,5.923053837921064,0.4930654995296443,54.55289077758789,0.531530817
30,quantity_0.7,instance_norm,Parkinson’s,1,21,104.94721221923828,7.8538282651545135,0.078061105,104.75845336914062,0.10039362843923716
10,label_0.5,local_z_score,Parkinson’s,1,86,24.261764526367188,3.6519556233854047,0.7868656577507132,23.14626693725586,0.8012329728065876
10,label_0.5,federated_yeo_johnson,Parkinson’s,1,69,34.742191314697266,4.4618254073381225,0.6947973158505456,32.84257507324219,0.7179665787017819
10,label_0.5,local_yeo_johnson,Parkinson’s,1,44,44.69078826904297,5.084016186091561,0.6074010213528016,40.73457336425781,0.650194538
10,label_5.0,default,Parkinson’s,1,1,168.02134704589844,10.242497888500996,-0.476031338,127.50460815429688,-0.09493721
10,label_5.0,federated_robust_scaling,Parkinson’s,1,92,34.762977600097656,4.411513968695521,0.694614673,30.294246673583984,0.7398501626334624
10,label_5.0,federated_min_max,Parkinson’s,1,48,67.00553894042969,6.291314334211813,0.4113708565388069,66.39790344238281,0.42981258321674254
10,label_5.0,federated_z_score,Parkinson’s,1,60,30.662267684936523,4.1027183953170585,0.7306386083371608,27.867950439453125,0.7606858136816839
10,label_5.0,local_robust_scaling,Parkinson’s,1,74,35.20900344848633,4.483600596652474,0.6906965362528616,32.64594268798828,0.7196551501936861
