number of clients,skew type,normalization,dataset,seed,stopped_epoch,test_accuracy,test_f1,test_loss,test_precision,test_recall,validation_accuracy,validation_loss
50,quantity_5.0,federated_min_max,CIFAR10,2,80,0.6473,0.6449758499946021,1.005018115,0.6444402927306896,0.6473,0.652400017,1.0115796327590942
50,label_0.5,instance_norm,CIFAR10,1,80,0.6342,0.629814959,1.0572915077209473,0.6346635918266967,0.6342,0.6485999822616577,1.0504807233810425
50,label_0.5,federated_min_max,CIFAR10,3,80,0.5368,0.5283999204383716,1.319490671157837,0.5413938610209932,0.5368,0.5297999978065491,1.3344324827194214
50,quantity_5.0,federated_z_score,CIFAR10,2,80,0.7129,0.710433335,0.8362762928009033,0.7100936714689876,0.7129,0.7193999886512756,0.824095607
50,label_0.5,federated_z_score,CIFAR10,3,80,0.6345,0.6298951074871995,1.082042932510376,0.6388284750761867,0.6345,0.6308000087738037,1.0878223180770874
50,label_0.5,group_norm,CIFAR10,1,80,0.6151,0.6119374970234518,1.102816820144653,0.6143844470752368,0.6151,0.6172000169754028,1.124172568321228
50,quantity_5.0,local_robust_scaling,CIFAR10,2,80,0.69,0.6870421018023206,0.893166721,0.6867823153018954,0.69,0.6912000179290771,0.8885237574577332
50,label_0.5,local_robust_scaling,CIFAR10,3,80,0.5936,0.5879886758585879,1.172869324684143,0.5948403468869775,0.5936,0.5971999764442444,1.1797486543655396
50,label_0.5,layer_norm,CIFAR10,1,80,0.6295,0.6281489220100096,1.085187315940857,0.6348632490694178,0.6295,0.6244000196456909,1.0924458503723145
50,quantity_5.0,instance_norm,CIFAR10,2,80,0.6695,0.6665892064037545,0.9597732424736024,0.6670644865914427,0.6695,0.6690000295639038,0.9747871160507202
50,label_0.5,instance_norm,CIFAR10,3,80,0.6286,0.6248564795028925,1.0782124996185305,0.6306863181890426,0.6286,0.6389999985694885,1.0683218240737915
50,label_0.5,batch_norm,CIFAR10,1,80,0.671,0.6709500789452268,0.9773231148719788,0.6775665769457075,0.671,0.6690000295639038,0.9813216924667358
50,quantity_5.0,group_norm,CIFAR10,2,80,0.6834,0.6814513735185049,0.9233886003494264,0.6831714291804728,0.6834,0.6923999786376953,0.9216781258583068
50,label_0.5,group_norm,CIFAR10,3,80,0.6288,0.6236012434842596,1.0879956483840942,0.6301799483797821,0.6288,0.6230000257492065,1.1083431243896484
50,label_0.5,local_min_max,CIFAR10,1,80,0.5653,0.5642871851567586,1.2490806579589844,0.570364575,0.5653,0.5637999773025513,1.2715831995010376
50,quantity_5.0,batch_norm,CIFAR10,2,80,0.6956,0.6957394147991823,0.8958715796470642,0.69750408,0.6956,0.6955999732017517,0.900810182
50,label_0.5,local_z_score,CIFAR10,1,80,0.6379,0.6358874642049341,1.063846230506897,0.6407867386799576,0.6379,0.6358000040054321,1.0778123140335083
50,label_0.5,layer_norm,CIFAR10,3,80,0.6153,0.6101705731466629,1.1164305210113523,0.6156344994828178,0.6153,0.6258000135421753,1.115164875984192
50,label_5.0,default,CIFAR10,1,80,0.5831,0.5761176257036381,1.194089651107788,0.5764288145082613,0.5831,0.5861999988555908,1.2110614776611328
50,quantity_5.0,local_min_max,CIFAR10,2,80,0.6379,0.633248037,1.0296685695648191,0.6326754862373064,0.6379,0.6460000276565552,1.0254472494125366
50,label_0.5,batch_norm,CIFAR10,3,80,0.6569,0.6540726240216711,1.012170433998108,0.6577942494395013,0.6569,0.6607999801635742,1.0143940448760986
50,label_5.0,federated_robust_scaling,CIFAR10,1,80,0.6736,0.6704432162604865,0.9386313557624816,0.6712479028807284,0.6736,0.6830000281333923,0.9315829873085022
